"Geneid","Length"
"BTF3",1249
"ANKRA2",2198
"UTP15",5095
"ARHGEF28",6508
"LINC01335",389
"LINC01333",784
"LINC01331",568
"ENC1",5728
"HEXB",2437
"GFM2",3819
"NSA2",1503
"FAM169A",6213
"GCNT4",3436
"LINC01336",534
"ANKRD31",6036
"HMGCR",4582
"COL4A3BP",5618
"POLK",4512
"ANKDD1B",2552
"POC5",2241
"SV2C",11603
"IQGAP2",6017
"F2RL2",3429
"NCRUPAR",486
"F2R",3810
"F2RL1",2883
"S100Z",1147
"CRHBP",1838
"AGGF1",4508
"ZBED3",1419
"SNORA47",138
"ZBED3-AS1",1142
"PDE8B",4404
"WDR41",2558
"OTP",2678
"TBCA",2447
"LOC101929154",470
"AP3B1",4049
"SCAMP1-AS1",1550
"SCAMP1",6256
"LHFPL2",5045
"ARSB",6675
"DMGDH",4188
"BHMT2",2651
"BHMT",2500
"JMY",9129
"HOMER1",4312
"PAPD4",3523
"CMYA5",12892
"LINC01455",561
"MTX3",7934
"THBS4",3636
"CTD-2201I18.1",2716
"SERINC5",7345
"LOC644936",1381
"SPZ1",1871
"CRSP8P",1362
"ZFYVE16",7818
"FAM151B",1705
"ANKRD34B",3935
"LINC01337",442
"DHFR",3917
"MTRNR2L2",1036
"MSH3",4447
"RASGRF2-AS1",539
"RASGRF2",8156
"RNU5E-1",65
"RNU5D-1",64
"CKMT2",1646
"CKMT2-AS1",2915
"ZCCHC9",1790
"ACOT12",1989
"SSBP2",4465
"ATG10",2426
"RPS23",3314
"ATP6AP1L",2346
"MIR3977",70
"LINC01338",631
"TMEM167A",4587
"SCARNA18",134
"XRCC4",1704
"VCAN",12416
"HAPLN1",4678
"EDIL3",4760
"NBPF22P",2680
"COX7C",407
"MIR3607",79
"LOC100505878",759
"MIR4280",76
"LOC101929380",1471
"LOC55338",2898
"RASA1",4451
"LOC644285",5214
"CCNH",1638
"TMEM161B",3486
"TMEM161B-AS1",1391
"LOC102546226",1626
"LINC00461",4186
"MIR9-2",87
"MEF2C",6864
"MEF2C-AS1",3186
"MIR3660",100
"LINC01339",573
"CETN3",1430
"LOC731157",475
"MBLAC2",4280
"POLR3G",3285
"LYSMD3",4260
"ADGRV1",19333
"LUCAT1",1009
"ARRDC3",4161
"ARRDC3-AS1",2502
"NR2F1-AS1",6748
"NR2F1",3726
"MIR548AO",39
"FAM172A",4720
"MIR2277",93
"POU5F2",1295
"KIAA0825",8276
"ANKRD32",3813
"MCTP1",5400
"FAM81B",1563
"TTC37",5704
"ARSK",3345
"GPR150",1305
"RFESD",2841
"SPATA9",2801
"RHOBTB3",5566
"GLRX",1658
"LINC01554",1916
"ELL2",6046
"LOC101929710",473
"MIR583",75
"PCSK1",5243
"CAST",5161
"ERAP1",7592
"ERAP2",5690
"LNPEP",4795
"LIX1",3967
"RIOK2",4684
"LINC01340",729
"RGMB",4580
"RGMB-AS1",2030
"CHD1",6457
"LOC100289230",1876
"CTD-2151A2.1",1033
"LOC100133050",701
"FAM174A",1355
"ST8SIA4",7354
"MIR548P",84
"SLCO4C1",5332
"SLCO6A1",2689
"LINC00492",591
"LINC00491",1796
"PAM",5337
"GIN1",3549
"PPIP5K2",6244
"C5orf30",3010
"LOC102467212",432
"NUDT12",3500
"RAB9BP1",625
"LOC102467213",572
"EFNA5",5335
"FBXL17",5200
"LINC01023",437
"FER",13238
"PJA2",4869
"MAN2A1",7114
"LOC100289673",1266
"TMEM232",3192
"SLC25A46",4874
"TSLP",4264
"WDR36",6592
"CAMK4",2241
"STARD4",5576
"STARD4-AS1",5525
"NREP",3408
"NREP-AS1",610
"EPB41L4A-AS1",1194
"SNORA13",133
"EPB41L4A",4707
"LOC101927023",711
"EPB41L4A-AS2",1398
"LOC102467214",832
"LOC102467216",476
"APC",11216
"SRP19",2988
"REEP5",3116
"DCP2",10198
"MCC",9266
"TSSK1B",2478
"YTHDC2",6308
"KCNN2",3021
"LOC101927078",2033
"TRIM36",5248
"PGGT1B",2727
"CCDC112",2877
"FEM1C",5813
"TMED7-TICAM2",3773
"TICAM2",3203
"LOC101927100",830
"TMED7",4063
"LOC102467217",699
"CDO1",1614
"ATG12",4562
"AP3S1",1289
"LVRN",4621
"ARL14EPL",642
"COMMD10",1632
"LOC101927190",3258
"SEMA6A",6982
"SEMA6A-AS1",967
"LOC102467223",396
"LINC00992",3091
"LOC102467224",879
"HNCAT21",1219
"HRAT56",3193
"LOC102467225",543
"DTWD2",5925
"DMXL1",12852
"MIR5706",80
"TNFAIP8",3506
"HSD17B4",2938
"FAM170A",1375
"PRR16",2272
"LOC102467226",504
"FTMT",874
"SRFBP1",2836
"LOX",5399
"ZNF474",1964
"LOC100505841",441
"SNCAIP",5633
"MGC32805",1424
"LOC101927379",1652
"SNX2",7110
"SNX24",2137
"PPIC",1236
"PRDM6",3027
"CEP120",4711
"CSNK1G3",4738
"LINC01170",737
"ZNF608",5645
"LOC101927421",608
"LOC101927460",1336
"LOC102546228",566
"LOC101927488",660
"GRAMD3",3516
"ALDH7A1",4936
"PHAX",3641
"TEX43",459
"LMNB1",3403
"MARCH3",4196
"C5orf63",6324
"MEGF10",8128
"PRRC1",4698
"CTXN3",1860
"LINC01184",2953
"SLC12A2",6926
"FBN2",10724
"SLC27A6",2841
"ISOC1",1940
"MIR4633",79
"MIR4460",86
"ADAMTS19-AS1",786
"ADAMTS19",5089
"KIAA1024L",573
"CHSY3",3492
"HINT1",1068
"LYRM7",6247
"CDC42SE2",3656
"RAPGEF6",9380
"FNIP1",6614
"MEIKIN",1560
"ACSL6",6915
"IL3",924
"CSF2",785
"P4HA2-AS1",836
"P4HA2",2705
"MIR6830",70
"PDLIM4",2295
"SLC22A4",2192
"LOC553103",1801
"MIR3936",110
"SLC22A5",3352
"C5orf56",805
"IRF1",3554
"IL5",816
"RAD50",6597
"TH2LCRR",929
"IL13",1282
"IL4",618
"KIF3A",6347
"CCNI2",2645
"SEPT8",5904
"SOWAHA",3474
"SHROOM1",4113
"GDF9",2450
"UQCRQ",1585
"LEAP2",707
"AFF4",9580
"ZCCHC10",2423
"HSPA4",3385
"FSTL4",5382
"MIR1289-2",111
"WSPAR",683
"C5orf15",2281
"VDAC1",2241
"TCF7",4188
"SKP1",2699
"PPP2CA",2643
"MIR3661",96
"CDKL3",2407
"UBE2B",2634
"CDKN2AIPNL",1254
"LOC102546229",705
"LOC101927934",1108
"JADE2",7014
"SAR1B",6651
"SEC24A",7059
"CAMLG",2242
"DDX46",5851
"C5orf24",5141
"TXNDC15",3689
"PCBD2",2378
"MIR4461",74
"CATSPER3",1367
"PITX1",2383
"C5orf66",2474
"C5orf66-AS1",843
"C5orf66-AS2",2160
"H2AFY",2154
"DCANP1",3135
"TIFAB",1273
"NEUROG1",1668
"CXCL14",1973
"LOC340074",2042
"SLC25A48",1199
"IL9",591
"FBXL21",1794
"LECT2",1077
"TGFBI",2805
"VTRNA2-1",100
"SMAD5-AS1",1809
"SMAD5",7097
"LOC389332",1696
"TRPC7",2935
"SPOCK1",4827
"KLHL3",7875
"MIR874",78
"HNRNPA0",2967
"NPY6R",2987
"MYOT",2272
"PKD2L2",2982
"FAM13B",5620
"WNT8A",2089
"NME5",1226
"BRD8",4675
"KIF20A",3471
"CDC23",3155
"GFRA3",1931
"CDC25C",2570
"FAM53C",4712
"KDM3B",6813
"REEP2",2266
"EGR1",3136
"ETF1",4264
"HSPA9",3506
"SNORD63",68
"CTNNA1",4363
"LRRTM2",5628
"SIL1",1988
"MATR3",5989
"SNHG4",1546
"SNORA74A",200
"PAIP2",1664
"SLC23A1",2361
"MZB1",827
"PROB1",3251
"SPATA24",678
"DNAJC18",5102
"ECSCR",745
"TMEM173",2207
"UBE2D2",2866
"CXXC5",1447
"LOC101929696",701
"PSD2",4510
"NRG2",4004
"LINC01024",3138
"PURA",5294
"IGIP",2871
"LOC101929719",583
"CYSTM1",910
"PFDN1",1324
"HBEGF",2358
"SLC4A9",3400
"ANKHD1-EIF4EBP3",8349
"ANKHD1",8460
"EIF4EBP3",691
"SRA1",2104
"APBB3",2158
"MIR6831",81
"SLC35A4",2933
"CD14",1806
"TMCO6",1911
"NDUFA2",893
"IK",1935
"MIR3655",83
"WDR55",2580
"DND1",1603
"HARS",2306
"HARS2",2610
"ZMAT2",1512
"VTRNA1-1",98
"VTRNA1-2",88
"VTRNA1-3",88
"PCDHA1",5591
"PCDHA2",6045
"PCDHA3",5341
"PCDHA4",5460
"PCDHA5",5317
"PCDHA6",5448
"PCDHA7",5236
"PCDHA8",5311
"PCDHA9",9254
"PCDHA10",5567
"PCDHA11",6954
"PCDHA12",5454
"PCDHA13",5293
"PCDHAC1",5662
"PCDHAC2",6126
"LOC101926905",1010
"PCDHB1",2587
"PCDHB2",2774
"PCDHB3",3582
"PCDHB4",3872
"PCDHB5",2922
"PCDHB6",3266
"PCDHB17P",2411
"PCDHB7",3756
"PCDHB8",2711
"PCDHB16",4532
"PCDHB9",4411
"PCDHB10",3262
"PCDHB11",3271
"PCDHB12",3408
"PCDHB13",3503
"PCDHB14",3963
"PCDHB18P",3197
"PCDHB19P",4624
"PCDHB15",2885
"SLC25A2",1435
"TAF7",2295
"PCDHGA1",4653
"PCDHGA2",4916
"PCDHGA3",4671
"PCDHGB1",4614
"PCDHGA4",4887
"PCDHGB2",4617
"PCDHGA5",4623
"PCDHGB3",4757
"PCDHGA6",4638
"PCDHGA7",5063
"PCDHGB4",4593
"PCDHGA8",5669
"PCDHGB5",4638
"PCDHGA9",4668
"PCDHGB6",4644
"PCDHGA10",4734
"PCDHGB7",4966
"PCDHGA11",5298
"PCDHGB8P",1973
"PCDHGA12",4813
"PCDHGC3",4973
"PCDHGC4",4797
"PCDHGC5",4818
"DIAPH1",5790
"LOC100505658",2477
"HDAC3",1945
"RELL2",2583
"FCHSD1",4320
"ARAP3",5262
"PCDH1",5615
"LOC729080",1070
"KIAA0141",4958
"PCDH12",6562
"RNF14",4523
"GNPDA1",2297
"NDFIP1",3597
"SPRY4",5531
"SPRY4-IT1",689
"LOC101926941",591
"FGF1",5055
"LOC101926975",2232
"ARHGAP26",9041
"ARHGAP26-AS1",977
"ARHGAP26-IT1",388
"NR3C1",9455
"MIR5197",112
"HMHB1",384
"YIPF5",3453
"KCTD16",5183
"PRELID2",5083
"GRXCR2",747
"SH3RF2",3043
"PLAC8L1",725
"LARS",4849
"RBM27",6540
"POU4F3",1182
"TCERG1",4201
"GPR151",1260
"PPP2R2B",3603
"PPP2R2B-IT1",447
"STK32A",5309
"DPYSL3",5629
"JAKMIP2-AS1",1920
"JAKMIP2",9270
"SPINK1",610
"SCGB3A2",518
"C5orf46",542
"SPINK5",3832
"SPINK14",294
"SPINK6",733
"LOC102546294",2100
"SPINK13",509
"SPINK7",549
"SPINK9",453
"FBXO38",4199
"HTR4",4207
"ADRB2",2042
"SH3TC2",26580
"LOC255187",792
"ABLIM3",4778
"AFAP1L1",4212
"GRPEL2",4105
"PCYOX1L",2567
"IL17B",695
"MIR143HG",1003
"MIR143",106
"MIR145",88
"CSNK1A1",2795
"ARHGEF37",4865
"PPARGC1B",10827
"MIR378A",66
"PDE6A",5642
"LOC644762",1614
"SLC26A2",8075
"TIGD6",4547
"HMGXB3",5406
"CSF1R",4022
"PDGFRB",5714
"CDX1",1772
"SLC6A7",3739
"CAMK2A",4904
"ARSI",3167
"TCOF1",5994
"CD74",1681
"RPS14",786
"LOC102546298",407
"NDST1",8232
"SYNPO",8251
"MYOZ3",3837
"RBM22",2346
"DCTN4",4313
"SMIM3",2334
"IRGM",1659
"ZNF300",3323
"ZNF300P1",2420
"GPX3",1761
"TNIP1",3115
"ANXA6",3115
"CCDC69",3399
"GM2A",3688
"SLC36A3",2983
"SLC36A2",3421
"SLC36A1",6212
"FAT2",14536
"MIR6499",62
"SPARC",3590
"CTB-113P19.1",1970
"ATOX1",489
"LOC100652758",1175
"G3BP1",2835
"GLRA1",1821
"CTB-12O2.1",403
"NMUR2",2064
"LINC01470",2177
"GRIA1",6077
"FAM114A2",2880
"MFAP3",5346
"GALNT10",5955
"MIR1294",142
"SAP30L-AS1",3450
"SAP30L",6269
"HAND1",1738
"MIR3141",61
"MIR1303",86
"LARP1",6595
"FAXDC2",2997
"MIR378H",83
"CNOT8",2973
"GEMIN5",5404
"MRPL22",3173
"KIF4B",4426
"SGCD",10144
"PPP1R2P3",1991
"TIMD4",1369
"HAVCR1",1912
"HAVCR2",2430
"MED7",1475
"FAM71B",2032
"ITK",4366
"CYFIP2",6816
"FNDC9",2126
"NIPAL4",3279
"ADAM19",6529
"SOX30",3471
"C5orf52",697
"THG1L",1305
"LSM11",6584
"CLINT1",4040
"LOC101927697",3727
"EBF1",5277
"LOC101927740",2863
"RNF145",4312
"UBLCP1",2392
"IL12B",2347
"LOC285626",1580
"LOC285627",2012
"LOC101927766",5604
"ADRA1B",2254
"TTC1",1482
"PWWP2A",5771
"FABP6",867
"CCNJL",3881
"C1QTNF2",2397
"ZBED8",2925
"SLU7",3560
"PTTG1",1160
"MIR3142",82
"MIR146A",99
"ATP10B",7566
"LOC285629",2322
"GABRB2",7409
"GABRA6",2519
"GABRA1",4917
"LINC01202",697
"GABRG2",4077
"CCNG1",2468
"NUDCD2",948
"HMMR",3143
"HMMR-AS1",1269
"MAT2B",2515
"LOC101927835",520
"LOC102546299",582
"CTB-7E3.1",566
"TENM2",9645
"CTB-178M22.2",518
"WWC1",6739
"RARS",2138
"FBLL1",1058
"PANK3",3387
"MIR103A1",78
"MIR103B1",62
"SLIT3",9734
"LOC101927969",1949
"MIR218-2",110
"LOC728095",869
"MIR585",94
"SPDL1",2667
"DOCK2",6097
"FAM196B",3548
"MIR378E",79
"FOXI1",2296
"LINC01187",1334
"C5orf58",1743
"LCP2",2422
"LINC01366",2242
"KCNIP1",2763
"KCNMB1",1562
"CTD-2270F17.1",1215
"GABRP",3309
"RANBP17",4576
"TLX3",1493
"MIR3912",105
"NPM1",1780
"FGF18",1982
"SMIM23",519
"FBXW11",4638
"STK10",6019
"EFCAB9",704
"UBTD2",3015
"LOC100288254",1802
"SH3PXD2B",7975
"NEURL1B",6414
"LOC101928093",767
"DUSP1",2024
"ERGIC1",2936
"LOC100268168",1997
"RPL26L1",710
"ATP6V0E1",882
"SNORA74B",204
"CREBRF",8711
"BNIP1",1386
"NKX2-5",1961
"STC2",5343
"MIR8056",82
"LOC285593",3022
"BOD1",1934
"LINC01484",570
"LINC01485",741
"CPEB4",8583
"C5orf47",2522
"HMP19",2452
"LINC01411",1079
"MSX2",2208
"MIR4634",54
"FLJ16171",2143
"DRD1",3373
"SFXN1",2991
"HRH2",4048
"CPLX2",4934
"THOC3",1601
"LOC100996385",1550
"FAM153B",1794
"LOC100507387",967
"LOC643201",4292
"SIMC1",3920
"KIAA1191",2830
"ARL10",2405
"MIR1271",86
"NOP16",1902
"HIGD2A",611
"CLTB",1767
"FAF2",4515
"RNF44",4153
"CDHR2",4376
"GPRIN1",4208
"SNCB",1450
"MIR4281",62
"EIF4E1B",1974
"TSPAN17",2588
"LINC01574",610
"UNC5A",3733
"HK3",3068
"UIMC1",2974
"ZNF346",6258
"FGFR4",3208
"NSD1",13059
"RAB24",1839
"PRELID1",1273
"MXD3",3161
"LMAN2",1832
"RGS14",2406
"SLC34A1",3461
"PFN3",530
"F12",2051
"GRK6",3061
"PRR7-AS1",1600
"PRR7",1563
"DBN1",3316
"PDLIM7",2277
"DOK3",3538
"DDX41",2104
"FAM193B",4611
"TMED9",1393
"B4GALT7",1727
"LOC202181",2857
"FAM153A",1794
"LOC728554",1827
"PROP1",1464
"FAM153C",1077
"N4BP3",5987
"RMND5B",2106
"NHP2",854
"GMCL1P1",2923
"HNRNPAB",1816
"PHYKPL",2970
"COL23A1",3063
"CLK4",2507
"ZNF354A",2555
"AACSP1",2173
"ZNF354B",2197
"ZFP2",2405
"ZNF454",2172
"GRM6",6141
"ZNF879",2604
"ZNF354C",2373
"ADAMTS2",7070
"RUFY1",2976
"LOC101928445",1966
"HNRNPH1",2290
"C5orf60",1220
"CBY3",810
"CANX",4950
"MAML1",5723
"LTC4S",667
"MGAT4B",3369
"MIR1229",69
"SQSTM1",3336
"C5orf45",1201
"TBC1D9B",5165
"RNF130",2263
"MIR340",95
"RASGEF1C",2216
"MAPK9",5897
"GFPT2",3011
"CNOT6",6337
"SCGB3A1",466
"FLT4",6389
"OR2Y1",936
"MGAT1",3938
"HEIH",1665
"LINC00847",2082
"ZFP62",4024
"BTNL8",2414
"BTNL3",2440
"BTNL9",3940
"MIR8089",82
"OR2V1",948
"OR2V2",948
"LOC102577426",467
"TRIM7",4829
"MIR4638",68
"TRIM41",3663
"GNB2L1",1109
"SNORD96A",72
"SNORD95",63
"CTC-338M12.4",1013
"TRIM52",2228
"TRIM52-AS1",1621
"LINC00266-3",884
"LOC285766",2050
"DUSP22",3505
"IRF4",5461
"EXOC2",4636
"HUS1B",1026
"LOC101927691",2409
"LOC285768",2340
"FOXQ1",2319
"FOXF2",2187
"MIR6720",98
"FOXCUT",1610
"FOXC1",3449
"GMDS",1760
"GMDS-AS1",1588
"LINC01600",2434
"MYLK4",5760
"WRNIP1",2652
"SERPINB1",2794
"MIR4645",77
"SERPINB9P1",1252
"LOC101927730",650
"SERPINB9",4150
"SERPINB6",3032
"LINC01011",2809
"NQO2",1787
"HTATSF1P2",4616
"RIPK1",3864
"BPHL",2231
"TUBB2A",1752
"LOC100507194",1442
"TUBB2B",2019
"PSMG4",1042
"SLC22A23",7146
"PXDC1",2194
"FAM50B",1618
"PRPF4B",7482
"FAM217A",2270
"C6orf201",3068
"ECI2",1573
"LOC100507506",2277
"LOC102724096",804
"KU-MEL-3",1190
"CDYL",4124
"RPP40",1185
"LOC100129461",4470
"PPP1R3G",1736
"LYRM4",2350
"MIR3691",90
"FARS2",1841
"LOC101927972",548
"LOC101927950",804
"NRN1",2622
"F13A1",3863
"MIR5683",76
"LY86-AS1",2023
"LY86",879
"RREB1",8905
"SSR1",9776
"CAGE1",3425
"RIOK1",2578
"DSP",9730
"SNRNP48",4173
"BMP6",3105
"TXNDC5",3496
"BLOC1S5-TXNDC5",3352
"PIP5K1P1",4243
"EEF1E1-BLOC1S5",2992
"BLOC1S5",2787
"EEF1E1",1245
"SCARNA27",126
"SLC35B3",2499
"LOC100506207",2868
"HULC",485
"TFAP2A",4252
"TFAP2A-AS1",1304
"LINC00518",3018
"MIR5689",78
"GCNT2",7303
"C6orf52",881
"PAK1IP1",1495
"TMEM14C",1187
"TMEM14B",1810
"MAK",3979
"GCM2",2365
"SYCP2L",3129
"LOC101928191",1031
"ELOVL2",4073
"ELOVL2-AS1",2093
"SMIM13",4691
"ERVFRD-1",3304
"NEDD9",5780
"TMEM170B",8413
"ADTRP",1858
"LOC101928253",385
"HIVEP1",8874
"EDN1",2100
"RNU6-48P",28
"PHACTR1",2881
"LOC100130357",2305
"TBC1D7",1327
"GFOD1",5153
"SIRT5",5897
"NOL7",874
"RANBP9",3113
"MCUR1",5471
"RNF182",3797
"CD83",2521
"LINC01108",3697
"JARID2",6207
"JARID2-AS1",517
"DTNBP1",2559
"MYLIP",3071
"MIR4639",69
"GMPR",1515
"ATXN1",10636
"STMND1",1322
"RBM24",2724
"CAP2",3027
"LOC101928491",1040
"FAM8A1",4745
"NUP153",6030
"KIF13A",8714
"NHLRC1",2134
"TPMT",3269
"KDM1B",3875
"DEK",2871
"RNF144B",5036
"MIR548A1",97
"LOC101928519",2132
"ID4",3876
"MBOAT1",4319
"E2F3",5163
"CDKAL1",3271
"LINC00581",987
"SOX4",4878
"CASC15",1889
"NBAT1",2295
"PRL",1455
"HDGFL1",1073
"NRSN1",2408
"DCDC2",4820
"KAAG1",1382
"MRS2",4490
"GPLD1",5832
"ALDH5A1",5170
"KIAA0319",7172
"TDP2",1925
"ACOT13",4393
"C6orf62",2472
"GMNN",1357
"C6orf229",821
"FAM65B",8035
"CMAHP",3390
"LOC101928663",1179
"LRRC16A",5431
"SCGN",1479
"HIST1H2AA",500
"HIST1H2BA",437
"HIST1H2APS1",429
"SLC17A4",3700
"SLC17A1",1843
"SLC17A3",1808
"SLC17A2",2566
"TRIM38",5629
"HIST1H1A",781
"HIST1H3A",469
"HIST1H4A",372
"HIST1H4B",357
"HIST1H3B",472
"HIST1H2AB",477
"HIST1H2BB",431
"HIST1H3C",459
"HIST1H1C",732
"HFE",2222
"HIST1H4C",390
"HIST1H1T",725
"HIST1H2BC",438
"HIST1H2AC",546
"HIST1H1E",785
"HIST1H2BD",861
"HIST1H2BE",435
"HIST1H4D",367
"HIST1H3D",921
"HIST1H2AD",510
"HIST1H2BF",430
"HIST1H4E",377
"HIST1H2BG",445
"HIST1H2AE",564
"HIST1H3E",462
"HIST1H1D",777
"HIST1H4F",368
"HIST1H4G",367
"HIST1H3F",466
"HIST1H2BH",425
"HIST1H3G",467
"HIST1H2BI",437
"HIST1H4H",374
"BTN3A2",4120
"BTN2A2",3878
"BTN3A1",4191
"BTN2A3P",2483
"BTN3A3",3002
"BTN2A1",3686
"LOC285819",2904
"BTN1A1",2851
"HCG11",5679
"HMGN4",1968
"ABT1",2263
"ZNF322",4892
"GUSBP2",1200
"LINC00240",977
"LOC100270746",941
"HIST1H2BJ",481
"HIST1H2AG",498
"HIST1H2BK",839
"HIST1H4I",370
"HIST1H2AH",481
"MIR3143",63
"PRSS16",2865
"POM121L2",3170
"VN1R10P",1202
"ZNF204P",4190
"ZNF391",1596
"ZNF184",3102
"LINC01012",3194
"LOC100131289",828
"HIST1H2BL",453
"HIST1H2AI",469
"HIST1H3H",473
"HIST1H2AJ",439
"HIST1H2BM",446
"HIST1H4J",356
"HIST1H4K",354
"HIST1H2AK",460
"HIST1H2BN",449
"HIST1H2AL",470
"HIST1H1B",790
"HIST1H3I",477
"HIST1H4L",364
"HIST1H3J",478
"HIST1H2AM",487
"HIST1H2BO",467
"OR2B2",1212
"OR2B6",942
"ZNF165",2377
"ZSCAN12P1",4055
"ZSCAN16-AS1",2186
"ZSCAN16",1275
"ZKSCAN8",7565
"ZNF192P1",1649
"TOB2P1",3592
"ZSCAN9",1835
"ZKSCAN4",5439
"NKAPL",1662
"ZSCAN26",2931
"PGBD1",3135
"ZSCAN31",3399
"ZKSCAN3",4842
"ZSCAN12",5989
"ZSCAN23",3161
"GPX6",1712
"GPX5",2904
"ZBED9",9754
"LOC401242",22275
"HCG14",2460
"TRIM27",18752
"LINC01556",4530
"ZNF311",18886
"LOC100129636",5089
"OR2W1",7704
"OR2B3",8848
"OR2J3",8600
"OR2J2",8328
"OR14J1",6762
"OR5V1",5240
"OR12D3",11214
"OR12D2",6198
"OR11A1",17832
"OR10C1",8312
"OR2H1",23968
"MAS1L",9096
"LINC01015",22328
"UBD",6930
"SNORD32B",539
"OR2H2",7441
"GABBR1",35832
"MOG",17680
"ZFP57",13832
"HLA-F",11391
"HLA-F-AS1",11430
"IFITM4P",2399
"HCG4",16275
"LOC554223",10217
"HLA-G",11046
"HLA-H",12056
"HCG4B",18119
"HLA-A",12888
"HCG9",4540
"ZNRD1-AS1",19441
"HLA-J",12425
"HCG8",14579
"ZNRD1",7025
"PPP1R11",13297
"RNF39",17355
"TRIM31",15044
"TRIM31-AS1",4121
"TRIM40",16668
"TRIM10",28359
"TRIM15",17792
"TRIM26",28690
"HCG17",5008
"HLA-L",27731
"MIR6891",840
"HCG18",62046
"TRIM39",26635
"TRIM39-RPP21",10969
"RPP21",4112
"HLA-E",18634
"GNL1",61281
"PRR3",23828
"ABCF1",24248
"MIR877",602
"PPP1R10",32116
"MRPS18B",10738
"ATAT1",20433
"C6orf136",13853
"DHX16",26448
"PPP1R18",33307
"NRM",13482
"MDC1",58944
"TUBB",24937
"FLOT1",13002
"IER3",7440
"LINC00243",11357
"DDR1",24587
"MIR4640",540
"GTF2H4",10296
"VARS2",22404
"SFTA2",2724
"DPCR1",23808
"MUC21",17714
"MUC22",48010
"HCG22",17195
"C6orf15",6816
"PSORS1C1",5446
"CDSN",15483
"PSORS1C2",6911
"CCHCR1",18180
"TCF19",23148
"POU5F1",19454
"PSORS1C3",4151
"HCG27",10319
"HLA-C",11053
"HLA-B",9432
"MICA",11989
"HCP5",9081
"HCG26",7080
"MICB",20942
"MCCD1",5672
"DDX39B",16323
"ATP6V1G2-DDX39B",17336
"SNORD117",608
"SNORD84",546
"ATP6V1G2",11221
"NFKBIL1",11242
"LTA",11235
"TNF",13041
"LTB",7146
"LST1",7152
"NCR3",9792
"AIF1",9312
"PRRC2A",48657
"SNORA38",924
"MIR6832",504
"BAG6",27775
"APOM",6370
"C6orf47",17327
"GPANK1",24490
"CSNK2B",7925
"LY6G5B",5418
"LY6G5C",5082
"ABHD16A",17367
"MIR4646",441
"LY6G6F",6286
"LY6G6E",5544
"LY6G6D",2814
"LY6G6C",6167
"C6orf25",17809
"DDAH2",15134
"CLIC1",12418
"MSH5",19500
"MSH5-SAPCD1",24756
"SAPCD1",5473
"SAPCD1-AS1",3810
"VWA7",17484
"VARS",26617
"LSM2",5280
"HSPA1L",12685
"HSPA1A",12145
"HSPA1B",12601
"C6orf48",4300
"SNORD48",316
"SNORD52",320
"NEU1",16568
"SLC44A4",19195
"EHMT2",28320
"C2",26972
"ZBTB12",9327
"C2-AS1",5334
"CFB",17808
"NELFE",9366
"MIR1236",612
"SKIV2L",25020
"DXO",9540
"STK19",12678
"C4A",32556
"C4B",48843
"C4B_2",48843
"CYP21A2",19662
"CYP21A1P",15403
"TNXB",93194
"TNXA",16698
"ATF6B",10464
"FKBPL",5376
"PRRT1",15168
"LOC100507547",9240
"PPT2",16982
"PPT2-EGFL8",20217
"EGFL8",9209
"AGPAT1",16576
"MIR6721",609
"RNF5",7959
"RNF5P1",8531
"MIR6833",427
"AGER",12824
"PBX2",22474
"GPSM3",12887
"NOTCH4",44221
"C6orf10",15051
"HCG23",4923
"BTNL2",12104
"HLA-DRA",8968
"HLA-DRB5",1168
"HLA-DRB6",1568
"HLA-DRB1",6373
"HLA-DQA1",1542
"HLA-DQB1",4940
"HLA-DQA2",9214
"MIR3135B",544
"HLA-DQB2",9864
"HLA-DOB",8232
"TAP2",49213
"PSMB8",14174
"PSMB8-AS1",12688
"TAP1",25160
"PSMB9",8377
"LOC100294145",29520
"HLA-DMB",11176
"HLA-DMA",8997
"BRD2",33211
"HLA-DOA",24387
"HLA-DPA1",14229
"HLA-DPB1",32428
"HLA-DPB2",5194
"COL11A2",45942
"RXRB",18110
"SLC39A7",14724
"HSD17B8",5970
"MIR219A1",660
"RING1",10428
"HCG25",4919
"VPS52",21830
"RPS18",2858
"B3GALT4",8430
"WDR46",11815
"MIR6873",315
"PFDN6",3665
"MIR6834",405
"RGL2",16710
"TAPBP",20421
"ZBTB22",13645
"DAXX",13079
"KIFC1",8100
"PHF1",4590
"CUTA",2398
"SYNGAP1",12020
"MIR5004",214
"ZBTB9",5422
"BAK1",2193
"GGNBP1",999
"LINC00336",2107
"ITPR3",9031
"UQCC2",1338
"MIR3934",107
"IP6K3",2823
"LEMD2",3108
"MLN",572
"LINC01016",3151
"MIR7159",66
"MIR1275",80
"GRM4",8394
"HMGA1",2400
"MIR6835",64
"C6orf1",1187
"NUDT3",2394
"RPS10-NUDT3",2527
"RPS10",880
"PACSIN1",4498
"SPDEF",1914
"C6orf106",4429
"SNRPC",1217
"UHRF1BP1",9633
"TAF11",1562
"ANKS1A",6351
"TCP11",2135
"SCUBE3",7713
"ZNF76",2676
"DEF6",2296
"PPARD",4460
"FANCE",2555
"RPL10A",719
"MIR7111",72
"TEAD3",2991
"TULP1",2126
"FKBP5",10628
"MIR5690",73
"LOC285847",1732
"ARMC12",1224
"CLPSL2",611
"CLPSL1",477
"CLPS",657
"LHFPL5",2147
